"ROCode","RONo","RODate","MHCode","MHName","PCode","PName","JobTypeCode","JobTypeName","Caption","EditCentre","DoPubTel","SizeDur","TotSizeDur","GuarantedPos","Premium","StrPre","Rate","StrRate","Amt","NetAmt","Remarks","BillAmt","InvNo","PayAmt","RectNo","RcptAmt","MBAmt","RateCGST","AmtCGST","RateSGST","AmtSGST","RateIGST","AmtIGST","FinalAmt","HSNCode"
$1862.00,$3917.00,25-6-2019 0:00:00,$4.00,"HINDUSTAN",$293.00,"RADHA KRISHNA POLYTECHNIC",$10.00,"ADVERTISING IN NEWS PAPER","RADHA KRISHNA POLYTECHNIC","MORADABAD EDITION  + BAREILLY EDITION + BIJNOR","26-6-2019","HEIGHT - 16 CM.   WIDTH - 25CM","400 SQCM. (COLOUR)","GOOD POSITION",$0.00,"",$70000.00,"35000+25000+10000=70,000/-",$70000.00,$59500.00,"MORADABAD EDITION@35000/-,  BAREILLY EDITION@25000/-  BIJNOR@10000/-",$0.00,$0.00,$62475.00,"2292",$100000.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,$2975.00,$62475.00,"9983"
$1863.00,$3918.00,25-6-2019 0:00:00,$19.00,"I & S MEDIA SOLUTION",$108.00,"SIRMAUR SOAP FACTORY",$17.00,"HOARDING ADERTISEMENT","HORADING ADVERTISEMENT","MORADABAD 0 PINT AND JOYA","25-6-2019 TO 24-7-2019","10X30 (DOUBLE SIDE)  10 X 20 HOARDING","600 SQCF","HOARDING AND UNIPOL DOUBLE SIDE",$0.00,"",$6300.00,"",$6300.00,$6000.00,"",$0.00,$0.00,$7080.00,,$0.00,$0.00,$9.00,$540.00,$9.00,$540.00,$0.00,$0.00,$7080.00,"9983"
$1864.00,$3919.00,26-6-2019 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$295.00,"THE GRAND VILLAGE",$0.00,"WAVE CINEMA","THE GRAND VILLAGE","WAVE CINEMA MORADABAD","27-6-2019 TO 3-7-2019  (1 WEEK)","20 SEC,","20 SEC, X  3 SCREEN X 1 WEEK","INTERVAL",$0.00,"",$800.00,"FOR 10 SEC.",$4800.00,$3360.00,"ADVT MATTER IN MAIL ATTACHMENT.",$0.00,$0.00,$3965.00,"2253",$5097.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$604.80,$3964.80,"998366"
$1865.00,$3920.00,27-6-2019 0:00:00,$27.00,"EVERDATA TECHNOLOGIES PRIVATE LIMITED",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$92.00,"WEB SPACE","CORPORATE EMAIL SOLUTION - 5 EMAIL ACCOUNTS : JIWANSOAP.COM","JAIPUR","27/06/2019 - 26/06/2020","10 GB OF 5 EMAIL","10 GB OF 5 EMAIL","",$0.00,"",$2310.00,"",$2310.00,$2200.00,"",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$396.00,$2596.00,"9983"
$1866.00,$3921.00,28-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$136.00,"DAMYAA (P.J.) FOODS PVT.LTD.",$32.00,"DAMYAA-SME-20 LAKH","SME GURU, BUSINESS CODE- BCDJ0484","EDITION NAME IN REMARK (4 EDITION)","1-7-2019","HEIGHT - 7CM. WIDTH-8CM.","56 SQCM.","PAGE NO. 2 REQESTED",$0.00,"",$527.00,"176+176+32+143=527/-",$29512.00,$27298.60,"ALL EDITION- KANPUR@176/-, LUCKNOW@176/-, DEHRADUNE+HARDWAR@32/-, VARANASI@143/- DEAL 25 LAKH",$0.00,$0.00,$28663.00,,$0.00,$28663.00,$2.50,$682.47,$2.50,$682.47,$0.00,$0.00,$28663.53,"9983"
$1867.00,$3922.00,28-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$136.00,"DAMYAA (P.J.) FOODS PVT.LTD.",$74.00,"DAMYAA-SME2-25 LAC","SME GURU, BUSINESS CODE- BCDJ0484","EDITION NAME IN REMARK (3 EDITION)","1-7-2019","HEIGHT - 7CM. WIDTH - 8CM.","56 SQCM.","PAGE NO 2 REQUESTED",$0.00,"",$202.00,"88+88+26=202/-",$11312.00,$10463.60,"EDITION - ALLAHABAD EDI@88/-, GORAKHPUR EDI@88/-, MUZZAFARPUR EDI@26/- DEAL 25 LAKH",$0.00,$0.00,$10986.00,,$0.00,$10988.00,$2.50,$261.59,$2.50,$261.59,$0.00,$0.00,$10986.78,"9983"
$1868.00,$3923.00,28-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$136.00,"DAMYAA (P.J.) FOODS PVT.LTD.",$74.00,"DAMYAA-SME2-25 LAC","SME GURU, BUSINESS CODE- BCDJ0484","PATNA CITY + GAYA CITY","1-7-2019","HEIGHT - 7CM . WIDTH = 8CM.","56 SQCM.","PAGE NO. 2 REQUESTED",$0.00,"",$102.00,"89+13=102/-",$5712.00,$5283.60,"PATNA CITY@89/-,  GAYA CITY @ 13/- DEAL 25 LAKH",$0.00,$0.00,$5547.00,,$0.00,$5548.00,$2.50,$132.09,$2.50,$132.09,$0.00,$0.00,$5547.78,"9983"
$1869.00,$3924.00,29-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$263.00,"LX",$10.00,"ADVERTISING IN NEWS PAPER","LX DOSA 36","MORADABAD CITY + DEHAT","30-6-19","HEIGHT-10CM, WIDTH-8CM","80 SQCM","GOOD POSITION",$0.00,"",$50.00,"PER SQCM",$4000.00,$3400.00,"",$0.00,$0.00,$3570.00,"2231",$2400.00,$0.00,$2.50,$85.00,$2.50,$85.00,$0.00,$0.00,$3570.00,"9983"
$1870.00,$3925.00,28-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$142.00,"SHRI DHANWANTRI PHARMACY, CHANDAUSI",$86.00,"S DHANWANTRI SME 2 - 5 LAKH","SME GURU, BUSINESS CODE- BCDJ0484","HISAR + ROHTAK EDITION + PANIPAT EDITION","2-7-2019","HEIGHT - 6CM. WIDTH = 33CM.","198 SQCM.","PAGE NO  2,4,5",$0.00,"",$80.00,"40+40=80",$15840.00,$14652.00,"HISAR+ROHTAK EDI@40/-, PANIPAT EDI@40/-,  DEAL 5 LAKH ,  SME 2",$0.00,$0.00,$15384.00,,$0.00,$15384.00,$2.50,$366.30,$2.50,$366.30,$0.00,$0.00,$15384.60,"9983"
$1871.00,$3926.00,28-6-2019 0:00:00,$4.00,"HINDUSTAN",$293.00,"RADHA KRISHNA POLYTECHNIC",$10.00,"ADVERTISING IN NEWS PAPER","RADHA KRISHNA POLYTECHNIC","MORADABAD EDITION AND BAREILLY EDITION","30-6-2019","HEIGHT = 50CM. WIDTH - 33CM.","1650 SQCM. (FULL PAGE )","GOOD POSITION",$0.00,"",$150000.00,"80,000 + 70,000=150000/-",$150000.00,$127500.00,"BARELLY EDITION@80,000/-, MORADABAD EDITON@70,000/-",$0.00,$0.00,$133875.00,"2336",$50000.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,$6375.00,$133875.00,"9983"
$1872.00,$3927.00,1-7-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","EDITION NAME IN REMARK (5 EDITION)","2-7-2019","HEIGHT = 8CM. WIDTH - 15CM.","120 SQCM.","PAGE NO . 2 REQUESTED",$0.00,"",$241.00,"22+48+116+23+32=241/-",$28920.00,$26751.00,"MORDABAD EDI@22/-,  BAREILLY EDI@48/-, MEERUT+SAHARANPUR@ 116/- , NAINITAL EDI@23/- DEHRADUN + HARIDWAR EDI@32/-, DEAL 25 LALKH",$0.00,$0.00,$28088.00,,$0.00,$28089.00,$2.50,$668.78,$2.50,$668.78,$0.00,$0.00,$28088.55,"9983"
$1873.00,$3928.00,2-7-2019 0:00:00,$3.00,"DAINIK JAGRAN",$39.00,"G. R. SOLVENTS & ALLIED INDUSTRIES LTD",$90.00,"G R SOLVENT - SME2 - 7LAKH","SME GURU, BUSINESS CODE- BCDJ0484","NAINITAL EDITION","4-7-2019","HEIGHT - 8CM. WIDTH - 14CM.","112 SQCM.","PAGE NO .2,4,5",$0.00,"",$36.00,"PER SQCM.",$4032.00,$3729.60,"NAINITAL EDITION@36/- DEAL 7 LAKH",$0.00,$0.00,$3916.00,,$0.00,$3916.00,$2.50,$93.24,$2.50,$93.24,$0.00,$0.00,$3916.08,"9983"
$1874.00,$3929.00,2-7-2019 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$250.00,"PARIKSHA GURU",$0.00,"WAVE CINEMA","PARIKSHA GURU","WAVE CINEMA MORDABAD","12-7-2019 TO 18-7-2019  (1 WEEK)","10 SEC.","10 SEC, X 3 SCREEN X 1 WEEK","INTERVAL",$0.00,"",$800.00,"FOR 10 SEC.",$2400.00,$1680.00,"USE OLD RUNNING ADVT.",$0.00,$0.00,$1982.00,,$0.00,$1982.00,$0.00,$0.00,$0.00,$0.00,$18.00,$302.40,$1982.40,"998366"
$1875.00,$3930.00,2-7-2019 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$257.00,"GOYAL MART",$0.00,"WAVE CINEMA","GOYAL MART","WAVE CINEMA MORADABAD","12-7-2019 TO 25-7-2019  (2 WEEK)","20 SEC.","20 SEC X 3 SCREEN X 2 WEEK","INTERVAL",$0.00,"",$800.00,"FOR 10 SEC.",$9600.00,$6720.00,"ADVT MATTER IN MAIL ATTACHMENT.",$0.00,$0.00,$7930.00,"2252",$10195.00,$7930.00,$0.00,$0.00,$0.00,$0.00,$18.00,$1209.60,$7929.60,"998366"
$1876.00,$3931.00,2-7-2019 0:00:00,$0.00,"",$296.00,"MAHI FASHION",$0.00,"","CANCEL","","","","","",$0.00,"",$0.00,"",$0.00,$0.00,"",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,""
$1877.00,$3932.00,2-7-2019 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$290.00,"CADD CENTER",$59.00,"WAVE CINEMA","CADD CENTER","WAVE CINEMA MORADABAD","12-7-2019 TO 18-7-2019","10 SEC.","10 SEC X 3 SCREEN X 1 WEEK","INTERVAL",$0.00,"",$800.00,"FOR 10 SEC.",$2400.00,$1680.00,"USE LAST RUNNING AD FOR ADVERTISIGN .",$0.00,$0.00,$1982.00,,$0.00,$1982.00,$0.00,$0.00,$0.00,$0.00,$18.00,$302.40,$1982.40,"998366"
$1878.00,$3933.00,2-7-2019 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$59.00,"WAVE CINEMA","JIWAN SOAP","WAVE CINEMA MORADABAD","12-7-2019 TO 18-7-2019  (1 WEEK)","15 SEC,","15 SEC.  X 3 SCREEN X 1 WEEK","INTERVAL",$0.00,"",$800.00,"FOR 10 SEC.",$3600.00,$2520.00,"ADVT IN MAIL ATTACHMENT.",$0.00,$0.00,$2974.00,,$0.00,$2974.00,$0.00,$0.00,$0.00,$0.00,$18.00,$453.60,$2973.60,"998366"
$1879.00,$3934.00,2-7-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","EDITION NAME IN REMAR","3-7-2019","HEIGHT - 8CM. WIDTH - 15CM.","120 SQCM.","PAGE NO. 2 REQUESTED",$0.00,"",$90.00,"16+21+26+27=90/-",$10800.00,$9990.00,"JAMMU EDI@16/-, KOLKATA EDI@21/-,  MUZAFFARPUR EDI@26/-, ALIGARH EDI@27/-  DEAL 25 LAKH",$0.00,$0.00,$10489.00,,$0.00,$10490.00,$2.50,$249.75,$2.50,$249.75,$0.00,$0.00,$10489.50,"998366"
$1880.00,$3935.00,2-7-2019 0:00:00,$3.00,"DAINIK JAGRAN",$136.00,"DAMYAA (P.J.) FOODS PVT.LTD.",$74.00,"DAMYAA-SME2-25 LAC","SME GURU, BUSINESS CODE- BCDJ0484","EDITION NAME IN REMARK (4 EDITION)","3-7-2019","HEIGHT - 7CM. WIDTH = 8CM.","56 SQCM.","PAGE NO. 2 REQUESTED",$0.00,"",$527.00,"176+176+32+143=527/-",$29512.00,$27298.60,"ALL EDITION- KANPUR@176/-, LUCKNOW@176/-, DEHRADUNE+HARDWAR@32/-, VARANASI@143/- DEAL 25 LAKH",$0.00,$0.00,$28663.00,,$0.00,$28663.00,$2.50,$682.47,$2.50,$682.47,$0.00,$0.00,$28663.53,"9983"
$1881.00,$3936.00,2-7-2019 0:00:00,$3.00,"DAINIK JAGRAN",$136.00,"DAMYAA (P.J.) FOODS PVT.LTD.",$84.00,"DAMYAA SME2 25 LAKH","SME GURU, BUSINESS CODE- BCDJ0484","EDITION NAME IN REMARK (3 EDITION)","3-7-2019","HEIGHT - 7CM. WIDTH - 8CM.","56 SQCM.","PAGE NO. 2 REQUESTED",$0.00,"",$202.00,"88+88+26=202/-",$11312.00,$10463.60,"EDITION - ALLAHABAD EDI@88/-, GORAKHPUR EDI@88/-, MUZZAFARPUR EDI@26/- DEAL 25 LAKH",$0.00,$0.00,$10986.00,,$0.00,$10988.00,$2.50,$261.59,$2.50,$261.59,$0.00,$0.00,$10986.78,"9983"
$1882.00,$3937.00,2-7-2019 0:00:00,$3.00,"DAINIK JAGRAN",$136.00,"DAMYAA (P.J.) FOODS PVT.LTD.",$32.00,"DAMYAA-SME-20 LAKH","SME GURU, BUSINESS CODE- BCDJ0484","PATNA CITY + GAYA CITY","3-7-2019","HEIGHT - 7 CM. WIDTH - 8CM.","56 SQCM.","PAGE NO. 2 REQUESTED",$0.00,"",$102.00,"89+13=102/-",$5712.00,$5283.60,"PATNA CITY@89/-,  GAYA CITY @ 13/- DEAL 25 LAKH",$0.00,$0.00,$5547.00,"2343",$99983.00,$5548.00,$2.50,$132.09,$2.50,$132.09,$0.00,$0.00,$5547.78,"9986"
$1883.00,$3938.00,2-7-2019 0:00:00,$2.00,"AMAR UJALA",$82.00,"ADVANCE PUBLIC SCHOOL",$2.00,"RUNNING CLASSIFIED","REQUIRED TEACHER","MORADABAD EDITION","3-7-2019,   5-7-2019,  7-7-2019  (2+1)","25 WORDS","25 WORDS","REQUIRED TEACHER",$0.00,"",$957.00,"FOR 25 WORDS",$1914.00,$1626.90,"CLIENT MOB NO. 7017701169",$0.00,$0.00,$1708.00,"2227",$1900.00,$0.00,$2.50,$40.67,$2.50,$40.67,$0.00,$0.00,$1708.24,"9983"
$1884.00,$3939.00,2-7-2019 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$52.00,"CHINTU ELECTRONICS",$59.00,"WAVE CINEMA","CHINTU ELECTRONCIS","WAVE CINEMA MORADABAD","12-7-2019 TO 18-7-2019 (1 WEEK)","20 SEC,","20 SEC X  3 SCREEN X 1 WEEK","INTERVAL",$0.00,"",$800.00,"FOR 10 SEC.",$4800.00,$3360.00,"ADVT IN MAIL ATTCHMENT",$0.00,$0.00,$3964.00,"2509",$7568.00,$3965.00,$0.00,$0.00,$0.00,$0.00,$18.00,$604.80,$3964.80,"998366"
$1885.00,$3940.00,2-7-2019 0:00:00,$2.00,"AMAR UJALA",$112.00,"PRIYANKA VENTURES",$10.00,"ADVERTISING IN NEWS PAPER","PLANET HOME","MORADABAD","3-7-2019","HEIGHT - 4CM. WIDTH - 3CM.","12 SQCM.","GOOD POSITION",$0.00,"",$1500.00,"",$1500.00,$1275.00,"PAY NOT TO CLASSIC SUPPLIMENT",$0.00,$0.00,$1339.00,,$0.00,$0.00,$2.50,$31.88,$2.50,$31.88,$0.00,$0.00,$1338.75,"9983"
$1886.00,$3941.00,3-7-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","EDITION NAME IN REMARK (4 EDITION)","4-7-19","HEIGHT - 8CM. WIDTH- 15CM.","120 SQCM","PAGE NO-2 REQUESTED",$0.00,"",$80.00,"32+16+16+16= 80/-",$9600.00,$8880.00,"LUDHIANA EDI@32/-, PATIAYALA EDI@16/-  CHANDIGARH EDI@16/-, BHATINDA EDI@ 16, DEAL 25 LAKH",$0.00,$0.00,$9324.00,"2238",$200000.00,$9324.00,$2.50,$222.00,$2.50,$222.00,$0.00,$0.00,$9324.00,"9983"
$1887.00,$3942.00,3-7-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","SILIGURI EDITION","4-7-2019","HEIGHT = 10CM. WITH - 18CM.","180 SQCM.","PAGE NO. 2 REQUESTED",$0.00,"",$21.00,"PER SQCM.",$3780.00,$3496.50,"SILIGUDI EDITION @ 21/-, DEAL 25 LAKH",$0.00,$0.00,$3671.00,,$0.00,$3671.00,$2.50,$87.41,$2.50,$87.41,$0.00,$0.00,$3671.32,"9983"
$1888.00,$3943.00,4-7-2019 0:00:00,$3.00,"DAINIK JAGRAN",$39.00,"G. R. SOLVENTS & ALLIED INDUSTRIES LTD",$90.00,"G R SOLVENT - SME2 - 7LAKH","SME GURU, BUSINESS CODE- BCDJ0484","MORADABAD EDITION","5-7-2019","HEIGHT - 8CM. WIDTH -14 CM.","112 SQCM.","PAGE NO. 2,4,5",$0.00,"",$45.00,"PER SQCM.",$5040.00,$4662.00,"MORADABAD EDITION@45/- DEAL  7 LAKH",$0.00,$0.00,$4895.00,"2280",$30888.00,$4896.00,$2.50,$116.55,$2.50,$116.55,$0.00,$0.00,$4895.10,"9983"
$1889.00,$3944.00,4-7-2019 0:00:00,$4.00,"HINDUSTAN",$297.00,"ARCHI GARG",$2.00,"RUNNING CLASSIFIED","NAME CHANGE","MORADABAD EDITION","5-7-2019","25 WORDS +3 EXTRA WORDS","28 WORDS","NAME CHANGE",$0.00,"",$529.00,"475+ 54= 529/-",$529.00,$449.65,"",$0.00,$0.00,$472.00,"2259",$530.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,$22.48,$472.13,"9983"
$1890.00,$3945.00,4-7-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","PATNA EDITION","5-7-2019","HEIGHT - 8CM. WIDTH - 15CM.","120 SQCM.","PAGE NO. 2 REQUESTED",$0.00,"",$149.00,"PER SQCM.",$17880.00,$16539.00,"PATNA EDITION@149/- DEAL 25 LAKH",$0.00,$0.00,$17365.00,,$0.00,$17365.00,$2.50,$413.48,$2.50,$413.48,$0.00,$0.00,$17365.95,"9983"
$1891.00,$3946.00,5-7-2019 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$102.00,"MA PARVATI DOG NURSING HOME",$0.00,"WAVE CINEMA","MA PARVATI DOG NUSING HOME","WAVE CINEMA MORADABAD","12-7-2019 TO 25-7-2019   (2 WEEK)","10 SEC.","10 SEC.  X 3 SCREEN X 2 WEEK","INTERVAL",$0.00,"",$800.00,"FOR 10 SEC.",$4800.00,$3360.00,"USE LAST RUNNING ADVT FOR THIS ACTIVITY",$0.00,$0.00,$3965.00,"2346",$5097.00,$3965.00,$0.00,$0.00,$0.00,$0.00,$18.00,$604.80,$3964.80,"998366"
$1892.00,$3947.00,5-7-2019 0:00:00,$3.00,"DAINIK JAGRAN",$142.00,"SHRI DHANWANTRI PHARMACY, CHANDAUSI",$86.00,"S DHANWANTRI SME 2 - 5 LAKH","SME GURU, BUSINESS CODE- BCDJ0484","HISAR + ROHTAK EDITION + PANIPAT EDITION","7-7-2019","HEIGHT - 6CM. WIDTH - 33CM.","198 SQCM.","PAGE NO.  2,4,5",$0.00,"",$80.00,"40+40=80/-",$15840.00,$14652.00,"HISAR+ROHTAK EDI@40/-, PANIPAT EDI@40/-,  DEAL 5 LAKH ,  SME 2",$0.00,$0.00,$15384.00,,$0.00,$15384.00,$2.50,$366.30,$2.50,$366.30,$0.00,$0.00,$15384.60,"9983"
$1893.00,$3948.00,5-7-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","MORADABAD EDITION","6-7-2019","HEIGHT - 8CM. WIDTH - 15CM.","120 SQCM","PAGE NO. 2 REQESTED",$0.00,"",$22.00,"PER SQCM.",$2640.00,$2442.00,"MORADABAD EDITION@22/-   DEAL 25 LAKH",$0.00,$0.00,$2564.00,,$0.00,$2564.00,$2.50,$61.05,$2.50,$61.05,$0.00,$0.00,$2564.10,"9983"
$1894.00,$3949.00,5-7-2019 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$5.00,"DEVYOG ELECTRONIC",$0.00,"WAVE CINEMA","DEVYOG ELECTRONIC","WAVE CINEMA MORADABAD","10-7-2019 TO 6-8-2019  (4 WEEK)","10 SEC","10 SEC  X  3 SCREEN X 4 WEEK","INTERVAL",$0.00,"",$800.00,"FOR 10 SEC,.",$9600.00,$6720.00,"USE RUNNING ADVT OF ADVERTISEMENT.",$0.00,$0.00,$7930.00,"2335",$10142.00,$7930.00,$0.00,$0.00,$0.00,$0.00,$18.00,$1209.60,$7929.60,"998366"
$1895.00,$3950.00,6-7-2019 0:00:00,$4.00,"HINDUSTAN",$293.00,"RADHA KRISHNA POLYTECHNIC",$10.00,"ADVERTISING IN NEWS PAPER","RADHA KRISHNA POLYTECHNIC","MORADABAD EDITION + BIJNOR EDITION","7-7-2019","MORADABAD EDI (H-22 X W-16),  BIJNOR (H-25 X W-16)","352 SQCM + 400 SQCM. = 752 SQCM.","MORADABAD-FRONT PAGE JACKET, BIJNOR-INSIDE PAGE",$0.00,"",$40000.00,"30000+10000=40000/-",$40000.00,$34000.00,"MORDABAD EDITION@30,000/-, BIJNOR- 10000/-",$0.00,$0.00,$35700.00,"2404-2405",$100000.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,$1700.00,$35700.00,"9983"
$1896.00,$3951.00,6-7-2019 0:00:00,$2.00,"AMAR UJALA",$9.00,"KHWAJA PUBLIC SCHOOL",$2.00,"RUNNING CLASSIFIED","REQUIRED TEACHERS","MORADABAD EDITION","7-7-19, 8-7-19, 9-7-19 (2+1)","25 WORDS","25 WORDS","REQUIRED TEACHER",$0.00,"",$957.00,"FOR 25 WORDS",$1914.00,$1626.90,"CLIENT MOBILE NO-7983323615
SCHEME 2+1",$0.00,$0.00,$1708.00,"2245",$2000.00,$0.00,$2.50,$40.67,$2.50,$40.67,$0.00,$0.00,$1708.24,"9983"
$1897.00,$3952.00,6-7-2019 0:00:00,$2.00,"AMAR UJALA",$190.00,"SHIVAM HERBAL CARE CLINIC",$0.00,"AMAR UJALA","SHIVAM HERBAL CARE CLINIC","MORADABAD EDITION","9-7-2019","HEIGHT - 8CM WIDTH=8CM.","64 SQCM.","PAGE NO 2, 5",$0.00,"",$75.00,"PER SQCM",$4800.00,$4080.00,"AD POSITION - RIGHT SIDE ON TOP.",$0.00,$0.00,$4284.00,"2239",$4540.00,$0.00,$2.50,$102.00,$2.50,$102.00,$0.00,$0.00,$4284.00,"9983"
$1898.00,$3953.00,8-7-2019 0:00:00,$21.00,"MODERN OFFSET PRINTERS",$108.00,"SIRMAUR SOAP FACTORY",$22.00,"ROUND STIKERS (GOLE)","ROUND STIKERS","MBD","NA","2.5 X  2.5","1000 SHEETS (15X20)","NA",$0.00,"",$7.58,"PER SHEETS",$7575.00,$7575.00,"",$0.00,$0.00,$2242.00,,$0.00,$7160.00,$9.00,$681.75,$9.00,$681.75,$0.00,$0.00,$8938.50,"9983"
$1899.00,$3954.00,8-7-2019 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$280.00,"VAYU MAKEOVER",$59.00,"WAVE CINEMA","VAYU MAKEOVER","WAVE CINEMA MORADABAD","12-7-2019 TO 18-7-2019","10 SEC.","10 SEC  X  3 SCREEN X  1 WEEK","INTERVAL",$0.00,"",$800.00,"FOR 10 SEC.",$2400.00,$1680.00,"ADVT MATTER IN MAIL ATTACHMENT.",$0.00,$0.00,$1982.00,"2261",$2548.00,$1982.00,$0.00,$0.00,$0.00,$0.00,$18.00,$302.40,$1982.40,"998366"
$1900.00,$3955.00,9-7-2019 0:00:00,$3.00,"DAINIK JAGRAN",$142.00,"SHRI DHANWANTRI PHARMACY, CHANDAUSI",$80.00,"S DHANWANTRI SME 2 - 25 LAKH","SME GURU, BUSINESS CODE- BCDJ0484","EDITION NAME IN REMARK (4 EDITION)","11-7-2019","HEIGHT - 6CM. WIDTH - 33CM.","198 SQCM. (PACHAN SUDHA)","PAGE NO 2,4,5",$0.00,"",$528.00,"176+176+88+88 = 528/-",$104544.00,$96703.20,"LUCKNOW EDI@176/-, KANPUR EDI@176/-, GORAKHPUR EDI@88/-, ALLAHABAD EDI@88/-...DEAL 25 LAKH",$0.00,$0.00,$101538.00,,$0.00,$101539.00,$2.50,$2417.58,$2.50,$2417.58,$0.00,$0.00,$101538.36,"9988"
$1901.00,$3956.00,9-7-2019 0:00:00,$3.00,"DAINIK JAGRAN",$164.00,"JAY LUXMI SOAP WORKS",$83.00,"JAI LUXMI = SME 2- 7 LAC","SME GURU, BUSINESS CODE- BCDJ0484","MORADABAD UPCOUNTRY","11-7-2019","HEIGHT -  20 CM, WIDTH - 12 CM.","240 SQCM","PAGE NO . 2,4,5",$0.00,"",$22.00,"PER SQCM.",$5280.00,$4884.00,"MORADABAD UPCOUNTRY@22/-, DEAL 7 LAKH",$0.00,$0.00,$5128.00,,$0.00,$3956.00,$2.50,$122.10,$2.50,$122.10,$0.00,$0.00,$5128.20,"9983"
$1902.00,$3957.00,13-7-2019 0:00:00,$3.00,"DAINIK JAGRAN",$141.00,"GANESH SOAP FACTORY",$75.00,"GANESH-SME2-3LAKH","SME GURU, BUSINESS CODE- BCDJ0484","BAREILLY UPCOUNTRY +  NAINITAL UPCOUNTRY","14-7-2019","HEIGHT - 20CM. WIDTH - 12CM","240 SQCM.","PAGE NO. 2,4,5",$0.00,"",$55.00,"35+20=55/-",$13200.00,$12210.00,"BAREILLY UPC@35/-  NAINITAL UPC@20/-  DEAL 3 LAKH",$0.00,$0.00,$12820.00,"2264",$13860.00,$12820.00,$2.50,$305.25,$2.50,$305.25,$0.00,$0.00,$12820.50,"9983"
$1903.00,$3958.00,13-7-2019 0:00:00,$2.00,"AMAR UJALA",$66.00,"HINDUSTAN PATHOLOGY",$2.00,"RUNNING CLASSIFIED","FOR SALE","MORADABAD EDITION","14-7-2019","25 WORDS","25 WORDS","NON RESIDENTIONAL",$0.00,"",$957.00,"FOR 25 WORDS",$957.00,$813.45,"CLIENT MOBILE NO 7983831822",$0.00,$0.00,$854.00,"2255",$1000.00,$0.00,$2.50,$20.34,$2.50,$20.34,$0.00,$0.00,$854.12,"9983"
